TITLE = "Visualization of the volumetric solution"
VARIABLES = "x","y","Density","X-Momentum","Y-Momentum","Energy","Nu_Tilde","Pressure","Temperature","Mach","C<sub>p</sub>","<greek>m</greek>","C<sub>f</sub>_x","C<sub>f</sub>_y","h","y<sup>+</sup>","<greek>m</greek><sub>t</sub>"
ZONE NODES= 13289, ELEMENTS= 13056, DATAPACKING=POINT, ZONETYPE=FEQUADRILATERAL
-3.333300e-01	2.220446e-16	1.336144e+00	9.260221e+01	1.268696e-09	2.908813e+05	4.166710e-05	1.150690e+05	3.000097e+02	1.995959e-01	1.916864e-01	1.845962e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.963407e-06	
-2.932630e-01	2.220446e-16	1.336143e+00	9.260055e+01	5.808152e-09	2.908811e+05	4.166712e-05	1.150689e+05	3.000097e+02	1.995924e-01	1.916775e-01	1.845962e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.963412e-06	
-2.579639e-01	2.220446e-16	1.336145e+00	9.259724e+01	1.111542e-08	2.908814e+05	4.166714e-05	1.150691e+05	3.000099e+02	1.995849e-01	1.917447e-01	1.845963e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.963436e-06	
-2.268587e-01	2.220446e-16	1.336148e+00	9.259251e+01	1.670356e-08	2.908819e+05	4.166720e-05	1.150695e+05	3.000101e+02	1.995743e-01	1.918500e-01	1.845964e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.963481e-06	
-1.994419e-01	2.220446e-16	1.336152e+00	9.258661e+01	2.284030e-08	2.908826e+05	4.166721e-05	1.150699e+05	3.000105e+02	1.995609e-01	1.919831e-01	1.845966e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.963515e-06	
-1.752676e-01	2.220446e-16	1.336156e+00	9.257969e+01	2.970177e-08	2.908833e+05	4.166741e-05	1.150704e+05	3.000108e+02	1.995452e-01	1.921385e-01	1.845967e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.963625e-06	
-1.539429e-01	2.220446e-16	1.336160e+00	9.257190e+01	3.720853e-08	2.908842e+05	4.166772e-05	1.150710e+05	3.000112e+02	1.995276e-01	1.923135e-01	1.845969e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.963774e-06	
-1.351210e-01	2.220446e-16	1.336165e+00	9.256343e+01	4.510464e-08	2.908851e+05	4.166776e-05	1.150716e+05	3.000117e+02	1.995084e-01	1.925064e-01	1.845972e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.963834e-06	
-1.184959e-01	2.220446e-16	1.336171e+00	9.255445e+01	5.413056e-08	2.908862e+05	4.166870e-05	1.150723e+05	3.000122e+02	1.994881e-01	1.927164e-01	1.845974e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.964220e-06	
-1.037973e-01	2.220446e-16	1.336177e+00	9.254475e+01	6.845421e-08	2.908873e+05	4.167037e-05	1.150730e+05	3.000127e+02	1.994661e-01	1.929435e-01	1.845977e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.964877e-06	
-9.078621e-02	2.220446e-16	1.336184e+00	9.253336e+01	9.553089e-08	2.908885e+05	4.167063e-05	1.150738e+05	3.000133e+02	1.994404e-01	1.931882e-01	1.845979e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.965028e-06	
-7.925117e-02	2.220446e-16	1.336191e+00	9.251902e+01	1.332239e-07	2.908896e+05	4.167524e-05	1.150746e+05	3.000140e+02	1.994082e-01	1.934518e-01	1.845982e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.966750e-06	
-6.900461e-02	2.220446e-16	1.336198e+00	9.250292e+01	1.395411e-07	2.908907e+05	4.168525e-05	1.150755e+05	3.000146e+02	1.993722e-01	1.937364e-01	1.845986e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.970421e-06	
-5.987994e-02	2.220446e-16	1.336206e+00	9.249264e+01	2.647544e-08	2.908925e+05	4.168892e-05	1.150765e+05	3.000154e+02	1.993485e-01	1.940453e-01	1.845989e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.971817e-06	
-5.172879e-02	2.220446e-16	1.336215e+00	9.249950e+01	-1.983145e-07	2.908956e+05	4.172134e-05	1.150776e+05	3.000162e+02	1.993617e-01	1.943845e-01	1.845993e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.983604e-06	
-4.441866e-02	2.220446e-16	1.336225e+00	9.251638e+01	-5.621314e-08	2.908998e+05	4.180580e-05	1.150788e+05	3.000171e+02	1.993963e-01	1.947641e-01	1.845997e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.014302e-06	
-3.783070e-02	2.220446e-16	1.336237e+00	9.247969e+01	1.588446e-06	2.909007e+05	4.185558e-05	1.150802e+05	3.000181e+02	1.993151e-01	1.951959e-01	1.846002e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.032523e-06	
-3.185779e-02	2.220446e-16	1.336250e+00	9.227658e+01	5.055519e-06	2.908905e+05	4.202956e-05	1.150818e+05	3.000193e+02	1.988751e-01	1.956820e-01	1.846007e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.096405e-06	
-2.640282e-02	2.220446e-16	1.336263e+00	9.192255e+01	5.294545e-06	2.908703e+05	4.263168e-05	1.150834e+05	3.000206e+02	1.981096e-01	1.962082e-01	1.846014e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.322619e-06	
-2.137712e-02	2.220446e-16	1.336280e+00	9.194111e+01	-1.222177e-05	2.908763e+05	4.318829e-05	1.150854e+05	3.000220e+02	1.981468e-01	1.968037e-01	1.846020e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.539324e-06	
-1.669897e-02	2.220446e-16	1.336308e+00	9.349303e+01	-5.883841e-05	2.909915e+05	4.479455e-05	1.150884e+05	3.000235e+02	2.014866e-01	1.977507e-01	1.846028e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.206199e-06	
-1.229231e-02	2.220446e-16	1.336308e+00	9.699901e+01	-1.001215e-04	2.912584e+05	5.357470e-05	1.150952e+05	3.000413e+02	2.090362e-01	1.998760e-01	1.846112e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.003126e-05	
-8.085507e-03	2.220446e-16	1.336489e+00	9.779936e+01	4.259388e-05	2.913518e+05	6.717535e-05	1.151094e+05	3.000377e+02	2.107337e-01	2.043048e-01	1.846094e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.183452e-05	
-4.010155e-03	2.220446e-16	1.336467e+00	7.890169e+01	5.554835e-03	2.901369e+05	1.118744e-04	1.151231e+05	3.000784e+02	1.700051e-01	2.085920e-01	1.846287e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	8.932128e-05	
0.000000e+00	2.220446e-16	1.324704e+00	0.000000e+00	0.000000e+00	2.877220e+05	1.000000e-10	1.150888e+05	3.026528e+02	0.000000e+00	1.978810e-01	1.858442e-05	1.388944e-02	0.000000e+00	-1.292906e+02	8.283007e-01	1.340458e-28	
4.011888e-03	2.220446e-16	1.325650e+00	0.000000e+00	0.000000e+00	2.876485e+05	1.000000e-10	1.150594e+05	3.023595e+02	0.000000e+00	1.887032e-01	1.857060e-05	4.753664e-03	0.000000e+00	-1.789493e+01	4.851075e-01	1.347295e-28	
8.056205e-03	2.220446e-16	1.326477e+00	0.000000e+00	0.000000e+00	2.876786e+05	1.000000e-10	1.150714e+05	3.022026e+02	0.000000e+00	1.924594e-01	1.856320e-05	4.561742e-03	0.000000e+00	-1.148175e+01	4.755515e-01	1.352276e-28	
1.213423e-02	2.220446e-16	1.326746e+00	0.000000e+00	0.000000e+00	2.876786e+05	1.000000e-10	1.150714e+05	3.021412e+02	0.000000e+00	1.924600e-01	1.856030e-05	4.654325e-03	0.000000e+00	-1.195177e+01	4.804768e-01	1.354008e-28	
1.624727e-02	2.220446e-16	1.326826e+00	0.000000e+00	0.000000e+00	2.876800e+05	1.000000e-10	1.150720e+05	3.021245e+02	0.000000e+00	1.926359e-01	1.855951e-05	4.651370e-03	0.000000e+00	-1.193700e+01	4.803592e-01	1.354508e-28	
2.039667e-02	2.220446e-16	1.326836e+00	0.000000e+00	0.000000e+00	2.876793e+05	1.000000e-10	1.150717e+05	3.021215e+02	0.000000e+00	1.925555e-01	1.855937e-05	4.595155e-03	0.000000e+00	-1.165038e+01	4.774531e-01	1.354580e-28	
2.458382e-02	2.220446e-16	1.326829e+00	0.000000e+00	0.000000e+00	2.876784e+05	1.000000e-10	1.150714e+05	3.021221e+02	0.000000e+00	1.924363e-01	1.855940e-05	4.524320e-03	0.000000e+00	-1.129401e+01	4.737567e-01	1.354544e-28	
2.881016e-02	2.220446e-16	1.326818e+00	0.000000e+00	0.000000e+00	2.876773e+05	1.000000e-10	1.150709e+05	3.021236e+02	0.000000e+00	1.922964e-01	1.855947e-05	4.455134e-03	0.000000e+00	-1.095122e+01	4.701165e-01	1.354480e-28	
3.307715e-02	2.220446e-16	1.326804e+00	0.000000e+00	0.000000e+00	2.876761e+05	1.000000e-10	1.150705e+05	3.021254e+02	0.000000e+00	1.921543e-01	1.855956e-05	4.391110e-03	0.000000e+00	-1.063869e+01	4.667219e-01	1.354409e-28	
3.738632e-02	2.220446e-16	1.326791e+00	0.000000e+00	0.000000e+00	2.876750e+05	1.000000e-10	1.150700e+05	3.021273e+02	0.000000e+00	1.920145e-01	1.855965e-05	4.332047e-03	0.000000e+00	-1.035438e+01	4.635679e-01	1.354335e-28	
4.173924e-02	2.220446e-16	1.326778e+00	0.000000e+00	0.000000e+00	2.876739e+05	1.000000e-10	1.150696e+05	3.021291e+02	0.000000e+00	1.918796e-01	1.855973e-05	4.277235e-03	0.000000e+00	-1.009397e+01	4.606214e-01	1.354262e-28	
4.613751e-02	2.220446e-16	1.326765e+00	0.000000e+00	0.000000e+00	2.876729e+05	1.000000e-10	1.150692e+05	3.021309e+02	0.000000e+00	1.917508e-01	1.855982e-05	4.226112e-03	0.000000e+00	-9.854079e+00	4.578562e-01	1.354193e-28	
